D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",7,0.05,1,boosting,2,0.8691468890314304,0.8960872354073124,0.5304682488774856,0.7857601026298909,0.7703656189865298
