D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",5,0.05,1,boosting,2,0.8755612572161642,0.8986529826812059,0.5253367543296985,0.790891597177678,0.7690827453495831
