D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",2,0.05,1,boosting,0.8601667735728031,0.8794098781270044,0.5195638229634381,0.7472738935214881,0.7607440667094291
