D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
1000,3,"[334, 333, 333]",0,0.05,1,boosting,0.8197562540089801,0.7677998717126363,0.4939063502245029,0.5926876202694035,0.63566388710712
