D_total,E,D_e,seed,partition,overlap_ratio,acc_baseline,acc_ensemble,inference_time_seconds,model_storage_bits,acc_e0,acc_e1,acc_e2,acc_e3,disagreement_matrix,error_correlation_matrix,per_class_accuracy
4000,4,1000,0,contiguous,0.05,0.858306610584259,0.8397690713405609,1.5037014791043475,104000,0.4885182797908783,0.5316869735717773,0.6767158389091492,0.6681205928325653,"[[0.0, 0.4624759554862976, 0.5824246406555176, 0.6228351593017578], [0.4624759554862976, 0.0, 0.5811417698860168, 0.608082115650177], [0.5824246406555176, 0.5811417698860168, 0.0, 0.4605516493320465], [0.6228351593017578, 0.608082115650177, 0.4605516493320465, 0.0]]","[[1.0, 0.5168086886405945, 0.14164811372756958, 0.085805244743824], [0.5168086886405945, 1.0, 0.09234900772571564, 0.06848146766424179], [0.14164811372756958, 0.09234900772571564, 1.0, 0.23862822353839874], [0.085805244743824, 0.06848146766424179, 0.23862822353839874, 1.0]]","[0.8833333253860474, 0.7166666388511658, 0.9833333492279053, 0.8333333134651184, 0.7166666388511658, 0.949999988079071, 0.75, 0.9166666865348816, 0.8500000238418579, 0.949999988079071, 0.8999999761581421, 0.9666666388511658, 0.7796609997749329, 0.6833333373069763, 0.8999999761581421, 0.5833333134651184, 1.0, 0.9833333492279053, 0.7333333492279053, 0.5833333134651184, 0.8999999761581421, 0.7333333492279053, 0.699999988079071, 0.9333333373069763, 0.9833333492279053, 0.8999999761581421]"
