D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",5,0.05,1,boosting,0.8736369467607441,0.8890314304041051,0.5195638229634381,0.7716484926234766,0.7395766516998076
