D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",2,0.05,1,boosting,2,0.8678640153944837,0.8832584990378448,0.5432969852469531,0.7838357921744709,0.7819114817190507
