D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",0,0.05,1,boosting,0.8691468890314304,0.8871071199486851,0.5336754329698524,0.7831943553559975,0.7594611930724824
