D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",0,0.05,1,boosting,0.8627325208466966,0.8800513149454778,0.5266196279666453,0.7645926876202694,0.7491982039769083
