D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
3000,3,"[1000, 1000, 1000]",8,0.05,1,boosting,2,0.858242463117383,0.8646568313021168,0.5266196279666453,0.7203335471456062,0.7171263630532393
