D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",3,0.05,1,boosting,2,0.8691468890314304,0.8845413726747915,0.5291853752405388,0.7799871712636305,0.7716484926234766
