D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
3000,3,"[1000, 1000, 1000]",5,0.05,1,boosting,2,0.8640153944836434,0.8531109685695959,0.5067350865939705,0.7331622835150737,0.7119948685054522
