D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",7,0.05,1,boosting,0.8620910840282232,0.8762026940346376,0.5221295702373316,0.7742142398973701,0.758819756254009
