D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean,acc_e3_mean,acc_e4_mean,acc_e5_mean
12000,6,"[2000, 2000, 2000, 2000, 2000, 2000]",0,0.05,3,boosting,0.8678640153944835,0.8612358349369255,0.42463117382937776,0.41821680564464403,0.5246953175112251,0.5488561043403891,0.6882617062219372,0.5813555698097072
