D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",9,0.05,1,boosting,0.8659397049390635,0.8678640153944837,0.5266196279666453,0.7415009621552278,0.7479153303399615
