D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",1,0.05,1,boosting,0.86337395766517,0.8826170622193714,0.536241180243746,0.7511225144323285,0.7568954457985888
6000,3,"[2000, 2000, 2000]",1,0.05,1,boosting,0.86337395766517,0.8826170622193714,0.536241180243746,0.7511225144323285,0.7568954457985888
