D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",4,0.05,1,boosting,0.8652982681205901,0.8800513149454778,0.5234124438742784,0.7658755612572161,0.7459910198845414
