D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
3000,3,"[1000, 1000, 1000]",0,0.05,1,boosting,2,0.849903784477229,0.8781270044900578,0.5253367543296985,0.737010904425914,0.7395766516998076
