D_total,E,dims,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",3,0.05,1,boosting,0.8601667735728031,0.8838999358563181,0.5137908915971777,0.7742142398973701,0.7633098139833226
