D_total,E,D_e,seed,overlap_ratio,num_runs,weighting,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean,acc_e3_mean,acc_e4_mean,acc_e5_mean,acc_e6_mean,acc_e7_mean,acc_e8_mean,acc_e9_mean,acc_e10_mean,acc_e11_mean
12000,12,1000,0,0.05,5,val_acc,0.8709429121231558,0.8500320718409237,0.3553559974342527,0.31109685695958944,0.3450930083386786,0.3344451571520205,0.43117382937780635,0.45272610647851186,0.29737010904425915,0.4614496472097499,0.5712636305323926,0.4536241180243746,0.3785760102629891,0.40782552918537524
12000,12,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0,0.05,5,val_acc,0.8709429121231558,0.8500320718409237,0.3553559974342527,0.31109685695958944,0.3450930083386786,0.3344451571520205,0.43117382937780635,0.45272610647851186,0.29737010904425915,0.4614496472097499,0.5712636305323926,0.4536241180243746,0.3785760102629891,0.40782552918537524
