D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",0,0.05,1,boosting,2,0.8762026940346376,0.876844130853111,0.5323925593329057,0.777421423989737,0.7677998717126363
