D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,num_extra_trials,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
12000,3,"[4000, 4000, 4000]",9,0.05,1,boosting,2,0.8717126363053239,0.895445798588839,0.5253367543296985,0.7825529185375241,0.7793457344451572
