D_total,E,num_runs,acc_baseline_mean,acc_baseline_std,acc_ensemble_mean,acc_ensemble_std,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,5,0.9224295894129624,0.002526570813571263,0.9320665083135392,0.004272840512710456,0.8899898201560911,0.8891754326433661,0.8879538513742788
