D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,importance_csv,common_ratio,per_expert_ratio,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,"[2000, 2000, 2000]",0,0.1,10,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/2_Heterogeneous Receptive Field/rf_feature_importance_results/isolet_feature_importance.csv,0.1,0.3,0.8631173829377806,0.9021167415009623,0.8314304041051956,0.8742783835792174,0.8513149454778703
6000,3,"[2000, 2000, 2000]",0,0.1,10,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/3_feature_importance/rf_feature_importance_results/isolet_feature_importance.csv,0.1,0.3,baseline-185,0.8817190506735086,0.9021167415009623,0.8314304041051956,0.8742783835792174,0.8513149454778703
