D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,importance_csv,common_ratio,per_expert_ratio,baseline_k,acc_baseline_mean,acc_ensemble_mean,acc_e0_mean,acc_e1_mean,acc_e2_mean
3000,3,"[1000, 1000, 1000]",0,0.1,10,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/3_feature_importance/rf_feature_importance_results/isolet_feature_importance.csv,0.1,0.3,185,0.873059653624118,0.8914047466324566,0.8098781270044901,0.8403463758819758,0.8198203976908275
