Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Ensemble12_Acc,Seeds
75,0.6964285714285714,0.6755952380952381,0.6726190476190477,0.6875,"[63817, 31266, 86043, 35204, 7328, 67631, 79680, 29362, 14766, 2112, 79668, 24909]"
76,0.6755952380952381,0.6696428571428571,0.7083333333333334,0.7023809523809523,"[71031, 44499, 54323, 97031, 52089, 4386, 25935, 78942, 53698, 33636, 60256, 1147]"
77,0.6964285714285714,0.7083333333333334,0.7023809523809523,0.6845238095238095,"[29049, 38999, 28434, 22072, 71720, 15275, 7257, 43833, 37942, 39779, 44615, 61706]"
78,0.6666666666666666,0.6755952380952381,0.6755952380952381,0.6815476190476191,"[33433, 13140, 45605, 67031, 88177, 58191, 48187, 87074, 26538, 7773, 16026, 23412]"
79,0.7053571428571429,0.6904761904761905,0.6577380952380952,0.6904761904761905,"[91039, 5791, 79576, 26388, 96736, 39010, 91558, 15417, 24730, 52872, 44714, 70632]"
80,0.6815476190476191,0.6845238095238095,0.6726190476190477,0.6815476190476191,"[37061, 41361, 63261, 9688, 48752, 55565, 9179, 56238, 98272, 41822, 24406, 14490]"
81,0.6785714285714286,0.6934523809523809,0.6994047619047619,0.6845238095238095,"[1534, 70217, 89115, 22241, 84145, 69668, 2985, 61962, 86558, 32325, 99448, 66221]"
82,0.6904761904761905,0.6875,0.6904761904761905,0.6994047619047619,"[34258, 95414, 57360, 43949, 55592, 44970, 1717, 43441, 84841, 53170, 86883, 47599]"
83,0.6934523809523809,0.7083333333333334,0.7142857142857143,0.6904761904761905,"[86644, 91868, 5728, 3772, 60236, 41591, 11321, 13309, 72019, 76349, 1923, 26461]"
84,0.6904761904761905,0.6964285714285714,0.6934523809523809,0.7023809523809523,"[28569, 85894, 39328, 42574, 16434, 79572, 54530, 77865, 83530, 5060, 4302, 76962]"
85,0.6845238095238095,0.6845238095238095,0.6904761904761905,0.6845238095238095,"[65168, 95163, 72115, 51664, 95517, 27912, 78580, 5762, 76790, 40380, 49117, 35443]"
86,0.6815476190476191,0.6785714285714286,0.6904761904761905,0.6934523809523809,"[23922, 46616, 29959, 49829, 49965, 6644, 26906, 3541, 99738, 95391, 10867, 48931]"
87,0.6666666666666666,0.7023809523809523,0.6845238095238095,0.7053571428571429,"[22269, 55320, 61761, 25932, 21431, 4141, 50784, 37101, 19078, 56104, 94796, 42905]"
88,0.6904761904761905,0.6845238095238095,0.6964285714285714,0.6904761904761905,"[40172, 74501, 32194, 76270, 92342, 91141, 84329, 23670, 40969, 49133, 73759, 6083]"
89,0.6785714285714286,0.6994047619047619,0.6875,0.6845238095238095,"[41504, 48291, 27778, 10220, 554, 46633, 20613, 49948, 64171, 83401, 9235, 2034]"
90,0.7053571428571429,0.7113095238095238,0.6964285714285714,0.6785714285714286,"[14250, 4364, 42641, 33055, 76679, 58202, 20359, 38638, 66503, 1757, 4036, 14786]"
91,0.6755952380952381,0.6636904761904762,0.6845238095238095,0.6845238095238095,"[51087, 43085, 97535, 56004, 59255, 63079, 3804, 53832, 56197, 67636, 99223, 71949]"
92,0.6934523809523809,0.6815476190476191,0.6934523809523809,0.6875,"[54155, 71625, 248, 30724, 83828, 60219, 61958, 94797, 27509, 47945, 67018, 62015]"
93,0.6904761904761905,0.6785714285714286,0.6875,0.6785714285714286,"[95913, 72844, 87873, 69692, 34535, 10961, 91641, 60386, 556, 20323, 59000, 33619]"
94,0.7053571428571429,0.6666666666666666,0.6636904761904762,0.6696428571428571,"[7725, 22669, 11797, 74262, 52295, 47003, 54815, 4677, 74178, 60003, 65210, 65379]"
95,0.7083333333333334,0.6696428571428571,0.6636904761904762,0.6785714285714286,"[63532, 91777, 94963, 30369, 40556, 64401, 23329, 68496, 62208, 27562, 3392, 9725]"
96,0.6994047619047619,0.6875,0.6696428571428571,0.6875,"[49996, 11887, 40581, 61060, 6207, 68323, 41867, 73205, 16379, 20022, 26928, 32529]"
97,0.6726190476190477,0.6845238095238095,0.6845238095238095,0.6904761904761905,"[81714, 59963, 77754, 70434, 81362, 47066, 18318, 40095, 23384, 38680, 23884, 61936]"
98,0.6815476190476191,0.6666666666666666,0.6636904761904762,0.6696428571428571,"[59975, 50754, 78659, 27874, 28021, 42032, 69185, 40524, 96687, 68428, 24305, 22833]"
99,0.6875,0.7023809523809523,0.6964285714285714,0.6964285714285714,"[54067, 43416, 8217, 83525, 3600, 89685, 59038, 94519, 36425, 17601, 94778, 52596]"
100,0.6755952380952381,0.6845238095238095,0.6785714285714286,0.6755952380952381,"[98029, 44903, 205, 22168, 73410, 2509, 65583, 56431, 55582, 9582, 2602, 49062]"

Average,0.6826785714285715,0.6813392857142857,0.6822619047619047,0.683125
StdDev,0.012170700848261114,0.012093079732564928,0.011739168171369226,0.011764558910820067
