Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Seeds
48,0.6696428571428571,0.6636904761904762,0.6845238095238095,"[52556, 15152, 92349, 54359, 29631, 19783]"
49,0.6547619047619048,0.6726190476190477,0.6815476190476191,"[46831, 68529, 22866, 43753, 28007, 70171]"
50,0.7142857142857143,0.6845238095238095,0.6726190476190477,"[34256, 74577, 94926, 30494, 95591, 73891]"
51,0.6875,0.7053571428571429,0.6815476190476191,"[99689, 28237, 61198, 87406, 35908, 84319]"
52,0.6845238095238095,0.6428571428571429,0.6845238095238095,"[13443, 51631, 962, 23526, 97316, 48736]"
53,0.6428571428571429,0.6875,0.6845238095238095,"[31398, 57924, 34285, 21926, 56218, 78041]"
54,0.6726190476190477,0.6726190476190477,0.7023809523809523,"[92937, 39181, 82444, 41964, 34234, 91387]"
55,0.6577380952380952,0.6636904761904762,0.6726190476190477,"[35508, 55548, 95785, 82310, 27427, 28320]"
56,0.6904761904761905,0.6815476190476191,0.6815476190476191,"[33806, 14667, 25297, 24707, 82644, 20773]"
57,0.6696428571428571,0.6577380952380952,0.6726190476190477,"[18433, 89654, 71203, 69119, 3512, 62532]"
58,0.6875,0.6845238095238095,0.6934523809523809,"[74218, 11215, 29499, 22309, 37981, 63203]"
59,0.6785714285714286,0.7053571428571429,0.7023809523809523,"[52626, 36347, 21425, 20880, 68281, 84213]"
60,0.6726190476190477,0.6666666666666666,0.6577380952380952,"[16001, 33655, 65819, 76643, 23804, 32171]"
61,0.6785714285714286,0.6785714285714286,0.6636904761904762,"[83451, 27133, 49772, 75143, 48296, 601]"
62,0.6964285714285714,0.6636904761904762,0.6845238095238095,"[30252, 35225, 72681, 22307, 90170, 17881]"
63,0.6845238095238095,0.6994047619047619,0.7023809523809523,"[51670, 832, 42686, 93891, 85543, 14196]"
64,0.7053571428571429,0.6845238095238095,0.6755952380952381,"[76095, 28654, 951, 98557, 97226, 16569]"
65,0.6904761904761905,0.7142857142857143,0.7053571428571429,"[53879, 98764, 57925, 60960, 27655, 86752]"
66,0.6517857142857143,0.6845238095238095,0.6636904761904762,"[32976, 59427, 82725, 73433, 22596, 71691]"
