Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Seeds
1,0.6398809523809523,0.6875,0.6755952380952381,"[54209, 20457, 31151, 90835, 49992, 71266]"
2,0.6755952380952381,0.6904761904761905,0.6845238095238095,"[29374, 60443, 2651, 91006, 33858, 79403]"
3,0.6934523809523809,0.6577380952380952,0.6755952380952381,"[60932, 73469, 11576, 21875, 2407, 86156]"
4,0.6696428571428571,0.6726190476190477,0.6815476190476191,"[63652, 34651, 99736, 72001, 79360, 17069]"
5,0.6875,0.6755952380952381,0.6815476190476191,"[58073, 49603, 18501, 26518, 84166, 85686]"
6,0.6636904761904762,0.6607142857142857,0.6488095238095238,"[28482, 75952, 70535, 39037, 87921, 1567]"
7,0.6994047619047619,0.6607142857142857,0.6875,"[70927, 20178, 57750, 18233, 6396, 71914]"
8,0.6755952380952381,0.6666666666666666,0.6785714285714286,"[7623, 38558, 10166, 31361, 24798, 33808]"
9,0.6904761904761905,0.6934523809523809,0.7053571428571429,"[81352, 33044, 25836, 37641, 1077, 38654]"
10,0.6904761904761905,0.6755952380952381,0.7023809523809523,"[43584, 89846, 69664, 64646, 81484, 81905]"
11,0.6934523809523809,0.6964285714285714,0.7113095238095238,"[18516, 28058, 7624, 53437, 5963, 95992]"
12,0.6845238095238095,0.6755952380952381,0.6785714285714286,"[64544, 58257, 70058, 31012, 51187, 60423]"
13,0.6904761904761905,0.6755952380952381,0.7113095238095238,"[73735, 88372, 10604, 22418, 42478, 36042]"
14,0.6607142857142857,0.6845238095238095,0.6636904761904762,"[30113, 14277, 5121, 30105, 8869, 41150]"
15,0.6636904761904762,0.6755952380952381,0.6666666666666666,"[47083, 16371, 85599, 31698, 13095, 27360]"
16,0.6636904761904762,0.6577380952380952,0.6607142857142857,"[74210, 93832, 90498, 79317, 54783, 21674]"
17,0.6755952380952381,0.6666666666666666,0.6666666666666666,"[94674, 49930, 21443, 371, 52349, 5298]"
18,0.6815476190476191,0.6755952380952381,0.6845238095238095,"[32685, 46018, 32453, 80401, 10561, 68611]"
19,0.6726190476190477,0.6964285714285714,0.6904761904761905,"[44318, 54236, 97820, 40189, 94906, 75915]"
20,0.6696428571428571,0.6845238095238095,0.6755952380952381,"[66624, 74231, 76416, 86484, 34227, 740]"
21,0.6875,0.6964285714285714,0.6666666666666666,"[34605, 68395, 86814, 97708, 96265, 79230]"
22,0.6755952380952381,0.6607142857142857,0.6845238095238095,"[85301, 18882, 70931, 67499, 41440, 15131]"
23,0.6607142857142857,0.6726190476190477,0.6696428571428571,"[28989, 20638, 15202, 44386, 12791, 36860]"
24,0.6726190476190477,0.6607142857142857,0.6726190476190477,"[69681, 1889, 33377, 61766, 3189, 34137]"
25,0.6964285714285714,0.6607142857142857,0.6636904761904762,"[26118, 68228, 27358, 68614, 5720, 92629]"
26,0.6815476190476191,0.6755952380952381,0.6785714285714286,"[42338, 96521, 40285, 93716, 28034, 16420]"
27,0.6666666666666666,0.6815476190476191,0.6904761904761905,"[67378, 57277, 6851, 71665, 82389, 138]"
28,0.6964285714285714,0.6696428571428571,0.6845238095238095,"[77063, 26089, 46403, 81334, 83292, 93352]"
29,0.6607142857142857,0.6636904761904762,0.6636904761904762,"[50013, 46305, 14942, 97198, 43987, 57659]"
30,0.7113095238095238,0.6726190476190477,0.6666666666666666,"[46906, 65773, 77220, 99589, 53202, 87790]"
31,0.6785714285714286,0.6696428571428571,0.6755952380952381,"[72075, 47389, 90471, 30363, 31182, 31593]"
32,0.6755952380952381,0.6875,0.6726190476190477,"[47593, 85705, 31576, 97609, 45110, 35408]"
33,0.6755952380952381,0.6755952380952381,0.6755952380952381,"[6807, 79724, 30276, 83365, 38343, 23245]"
34,0.6726190476190477,0.6755952380952381,0.6845238095238095,"[44839, 25397, 82326, 50647, 62191, 21312]"
35,0.6934523809523809,0.7172619047619048,0.7113095238095238,"[3170, 54891, 75591, 71404, 55253, 7547]"
36,0.6577380952380952,0.6636904761904762,0.6934523809523809,"[6103, 75020, 39888, 13062, 18118, 40348]"
37,0.6785714285714286,0.6666666666666666,0.6726190476190477,"[17771, 26183, 10330, 40108, 49291, 49481]"
38,0.6785714285714286,0.6696428571428571,0.6875,"[39705, 69100, 85968, 67404, 3019, 57983]"
39,0.7113095238095238,0.6904761904761905,0.6845238095238095,"[42628, 79814, 8043, 9602, 48747, 47268]"
40,0.6517857142857143,0.6845238095238095,0.6845238095238095,"[52894, 56824, 1475, 85740, 75672, 25911]"
41,0.6547619047619048,0.6577380952380952,0.6696428571428571,"[35775, 85549, 56634, 78790, 99592, 78165]"
42,0.6755952380952381,0.6904761904761905,0.6964285714285714,"[8107, 21557, 85557, 3068, 90098, 50809]"
43,0.6815476190476191,0.6934523809523809,0.6994047619047619,"[23532, 13989, 2414, 11921, 67064, 51399]"
44,0.6845238095238095,0.6934523809523809,0.6815476190476191,"[61849, 4727, 27959, 49383, 41655, 12679]"
45,0.6875,0.6607142857142857,0.6636904761904762,"[33194, 82711, 85725, 7115, 29575, 35566]"
46,0.6875,0.6726190476190477,0.6934523809523809,"[76299, 31149, 22619, 99839, 70869, 10250]"
47,0.7083333333333334,0.7172619047619048,0.6994047619047619,"[28014, 38701, 5032, 3046, 21631, 14983]"
