Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Seeds
65,0.8479809976247031,0.8479809976247031,0.8598574821852731,"[47843, 39666, 68902, 74204, 46998, 94840]"
66,0.8435697319307771,0.8534102477095351,0.8547675602307431,"[9089, 64990, 18837, 90504, 82328, 80724]"
67,0.8510349507974211,0.8506956226671191,0.846284356973193,"[89201, 28433, 87925, 54050, 58990, 3287]"
68,0.8466236851034951,0.8588394977943672,0.8581608415337632,"[56850, 90969, 86181, 84995, 52475, 40464]"
69,0.8574821852731591,0.8585001696640652,0.8537495758398371,"[59840, 55521, 15784, 79719, 45945, 83510]"
70,0.8530709195792331,0.8530709195792331,0.8473023413640991,"[45680, 62835, 61462, 89986, 67824, 34917]"
71,0.8554462164913471,0.8523922633186292,0.8544282321004412,"[14464, 98223, 35025, 30635, 7645, 60308]"
72,0.8489989820156091,0.8435697319307771,0.845945028842891,"[40253, 6474, 33611, 11636, 21547, 60973]"
73,0.8445877163216831,0.8568035290125552,0.8510349507974211,"[59902, 95571, 63105, 67559, 2021, 18974]"
74,0.8547675602307431,0.844248388191381,0.840515778758059,"[15119, 6193, 85313, 54364, 46946, 38079]"
75,0.8493383101459111,0.8527315914489311,0.840176450627757,"[83861, 73503, 85916, 97315, 87890, 76812]"
76,0.8510349507974211,0.8456057007125891,0.842212419409569,"[107, 51504, 62508, 86681, 82217, 50723]"
77,0.8517136070580251,0.8591788259246692,0.8598574821852731,"[76336, 59215, 72627, 22755, 97128, 51448]"
78,0.840176450627757,0.8686800135731252,0.8618934509670851,"[94216, 64285, 12924, 72909, 49368, 54633]"
79,0.8717339667458432,0.8571428571428571,0.8547675602307431,"[61539, 92555, 56120, 47053, 46144, 730]"
80,0.8527315914489311,0.839497794367153,0.838479809976247,"[1769, 36039, 85457, 60559, 48578, 76929]"
81,0.8595181540549711,0.8571428571428571,0.8598574821852731,"[28373, 26804, 85583, 66514, 91193, 32181]"
82,0.8534102477095351,0.8568035290125552,0.8534102477095351,"[1506, 86424, 75782, 53970, 60027, 59213]"
83,0.8500169664065151,0.843909060061079,0.8652867322701052,"[61758, 76697, 2792, 51260, 30427, 11599]"
84,0.8591788259246692,0.8578215134034611,0.8286392941974889,"[2217, 50740, 2279, 58223, 9614, 16433]"
85,0.8568035290125552,0.8554462164913471,0.8466236851034951,"[41121, 81349, 28800, 4600, 85398, 88758]"
