D_total,E,dims,run_time,num_runs,weighting,importance_csv,common_ratio,per_expert_ratio,baseline_k,seeds,mean_confidence_margin_ens,mean_confidence_margin_base,mean_confidence_margin_ens_correct,mean_confidence_margin_ens_wrong,mean_confidence_margin_base_correct,mean_confidence_margin_base_wrong,gap_confidence_margin_ens,gap_confidence_margin_base,mean_disagree_rate,cm_ens,cm_base,corr_err,proj_bits_ens,cent_bits_ens,proj_bits_base,cent_bits_base
6000,3,"[2000, 2000, 2000]",0,10,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/3_feature_importance/rf_feature_importance_results/mnist_feature_importance.csv,0.1,0.3,235,"[[6311, 6890, 663, 4242], [2201, 9325, 1033, 4179], [926, 1500, 1390, 5915], [3898, 9709, 8916, 2136], [3867, 4969, 1690, 6489], [4185, 5874, 8684, 475], [9401, 1320, 7946, 4286], [5305, 2471, 6468, 791], [3714, 6068, 6150, 2069], [7585, 6116, 4376, 2269]]",89.55978501708985,329.46676999999994,103.52317491149454,29.464076897167807,385.2656318107769,113.60458284639958,74.05909801432674,271.6610489643773,0.16572000000000003,"[[8925, 19, 76, 18, 40, 329, 276, 70, 35, 12], [0, 10840, 87, 41, 1, 92, 30, 0, 259, 0], [222, 902, 7511, 233, 272, 89, 299, 278, 458, 56], [66, 176, 231, 8001, 19, 828, 41, 129, 440, 169], [10, 164, 84, 46, 8020, 116, 349, 36, 67, 928], [179, 592, 41, 1154, 323, 5989, 242, 191, 112, 97], [167, 280, 275, 12, 192, 330, 8268, 24, 32, 0], [30, 491, 229, 25, 149, 86, 1, 8721, 137, 411], [93, 401, 78, 848, 169, 404, 167, 101, 7115, 364], [133, 163, 228, 140, 829, 250, 59, 371, 163, 7754]]","[[8570, 43, 77, 33, 31, 454, 342, 183, 37, 30], [0, 10937, 146, 24, 0, 94, 30, 4, 115, 0], [282, 1398, 7074, 183, 299, 42, 278, 325, 394, 45], [90, 341, 211, 7946, 32, 573, 42, 154, 505, 206], [8, 204, 45, 10, 7936, 78, 257, 23, 52, 1207], [171, 837, 25, 1097, 231, 5848, 286, 223, 99, 103], [163, 457, 274, 4, 240, 320, 8061, 42, 19, 0], [29, 662, 289, 4, 146, 56, 1, 8531, 69, 493], [137, 688, 76, 772, 150, 293, 233, 127, 6817, 447], [124, 199, 122, 86, 1011, 229, 45, 390, 144, 7740]]","[[1.0, 0.6441074805496885, 0.6015575512919383], [0.6441074805496885, 1.0, 0.607224109120012], [0.6015575512919383, 0.607224109120012, 1.0]]",1410000,60000,1410000,60000
