D_total,E,dims,run_time,num_runs,weighting,importance_csv,common_ratio,per_expert_ratio,baseline_k,seeds,mean_confidence_margin_ens,mean_confidence_margin_base,mean_confidence_margin_ens_correct,mean_confidence_margin_ens_wrong,mean_confidence_margin_base_correct,mean_confidence_margin_base_wrong,gap_confidence_margin_ens,gap_confidence_margin_base,mean_disagree_rate,cm_ens,cm_base,corr_err,proj_bits_ens,cent_bits_ens,proj_bits_base,cent_bits_base
6000,3,"[2000, 2000, 2000]",400,5,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/3_feature_importance/rf_feature_importance_results/mnist_feature_importance.csv,0.1,0.5,313,"[[5041, 9206, 4158, 1520], [8154, 1660, 7007, 4588], [8022, 1594, 6841, 6645], [4090, 5602, 582, 2636], [1432, 6649, 53, 8483]]",126.77694296386717,220.86138,135.61265731271425,32.759748376218624,235.3449741680353,59.92950415678698,102.85290893649562,175.41547001124832,0.15991333333333332,"[[4811, 0, 17, 8, 1, 19, 32, 5, 7, 0], [0, 5539, 18, 13, 4, 7, 18, 7, 69, 0], [54, 9, 4647, 37, 83, 23, 49, 92, 135, 31], [24, 4, 129, 4499, 12, 169, 17, 66, 90, 40], [6, 10, 27, 4, 4542, 4, 62, 18, 48, 189], [59, 11, 44, 123, 54, 3883, 78, 38, 136, 34], [66, 14, 44, 5, 72, 67, 4491, 6, 25, 0], [18, 47, 157, 18, 59, 5, 0, 4689, 19, 128], [47, 17, 70, 81, 51, 114, 54, 64, 4324, 48], [49, 31, 34, 44, 317, 80, 7, 146, 59, 4278]]","[[4802, 0, 11, 13, 4, 19, 28, 9, 14, 0], [0, 5551, 15, 18, 5, 14, 18, 6, 48, 0], [64, 14, 4577, 35, 80, 14, 71, 99, 168, 38], [16, 0, 113, 4597, 7, 125, 11, 66, 78, 37], [7, 7, 20, 9, 4578, 9, 62, 12, 60, 146], [61, 15, 33, 187, 54, 3787, 102, 64, 132, 25], [64, 15, 26, 10, 54, 69, 4533, 5, 14, 0], [28, 40, 146, 24, 55, 4, 0, 4726, 26, 91], [52, 16, 47, 97, 52, 98, 83, 73, 4317, 35], [44, 27, 26, 64, 227, 77, 5, 109, 62, 4404]]","[[1.0, 0.505454661243848, 0.43279823558576824], [0.505454661243848, 1.0, 0.3172021336331976], [0.43279823558576824, 0.3172021336331976, 1.0]]",1878000,60000,1878000,60000
