D_total,E,dims,run_time,overlap_ratio,num_runs,weighting,importance_csv,common_ratio,per_expert_ratio,baseline_k,seeds,mean_confidence_margin_ens,mean_confidence_margin_base,mean_disagree_rate,cm_ens,cm_base,corr_err,proj_bits_ens,cent_bits_ens,proj_bits_base,cent_bits_base
3000,3,"[1000, 1000, 1000]",0,0.1,10,boosting,/Users/qianshen/torch_hd/torch_hd/qs_hdc/3_feature_importance/rf_feature_importance_results/mnist_feature_importance.csv,0.1,0.3,235,"[[6311, 6890, 663, 4242], [2201, 9325, 1033, 4179], [926, 1500, 1390, 5915], [3898, 9709, 8916, 2136], [3867, 4969, 1690, 6489], [4185, 5874, 8684, 475], [9401, 1320, 7946, 4286], [5305, 2471, 6468, 791], [3714, 6068, 6150, 2069], [7585, 6116, 4376, 2269]]",42.42960668945313,165.38016000000002,0.20722333333333337,"[[8900, 15, 69, 14, 45, 365, 266, 77, 31, 18], [0, 10820, 70, 38, 1, 104, 30, 2, 285, 0], [233, 878, 7438, 233, 261, 96, 316, 284, 515, 66], [75, 173, 227, 7968, 22, 842, 42, 132, 442, 177], [12, 161, 96, 41, 7942, 105, 328, 44, 61, 1030], [199, 582, 44, 1204, 355, 5803, 242, 222, 139, 130], [178, 270, 318, 9, 201, 350, 8199, 23, 31, 1], [30, 499, 224, 22, 142, 83, 8, 8690, 151, 431], [95, 390, 115, 904, 172, 392, 166, 89, 7024, 393], [125, 173, 220, 146, 964, 246, 63, 378, 197, 7578]]","[[8594, 41, 68, 35, 41, 446, 317, 183, 38, 37], [0, 10927, 116, 25, 1, 96, 30, 3, 151, 1], [288, 1408, 6984, 189, 313, 46, 307, 324, 409, 52], [93, 320, 209, 7963, 34, 581, 54, 151, 488, 207], [9, 213, 48, 14, 7903, 79, 260, 35, 54, 1205], [175, 793, 25, 1177, 252, 5766, 275, 244, 101, 112], [180, 441, 264, 3, 242, 329, 8050, 46, 25, 0], [28, 656, 293, 6, 144, 53, 2, 8552, 72, 474], [145, 668, 90, 790, 170, 300, 225, 130, 6801, 421], [122, 194, 117, 99, 999, 234, 56, 412, 146, 7711]]","[[1.0, 0.5766342398664335, 0.546136195819621], [0.5766342398664335, 1.0, 0.5375752311396758], [0.546136195819621, 0.5375752311396758, 1.0]]",705000,30000,705000,30000
