feature,impurity_importance,perm_importance_mean,perm_importance_std,rank_perm,rank_impurity,rank_avg
iso_460,0.009400095868439826,0.004407051282051266,0.002245020148416963,1.0,3.0,2.0
iso_394,0.009988074017310514,0.003926282051282037,0.0016596406391993514,2.0,2.0,2.0
iso_519,0.002320222390607966,0.003926282051282037,0.0015392125570751986,2.0,143.0,72.5
iso_480,0.007421639523839226,0.0038461538461538325,0.0016343011261515277,4.0,5.0,4.5
iso_518,0.0028526207025000565,0.003685897435897423,0.0009615384615384581,5.0,106.0,55.5
iso_545,0.005013064034624524,0.0028846153846153744,0.0015287487202194589,6.0,24.0,15.0
iso_455,0.0025075721318122035,0.0028846153846153744,0.0011992491624275411,6.0,125.0,65.5
iso_330,0.002650355387525515,0.0028044871794871695,0.0008958605679085665,8.0,114.0,61.0
iso_328,0.0031440094056699626,0.002564102564102555,0.001000800961281791,9.0,88.0,48.5
iso_538,0.0013230658509320308,0.002564102564102555,0.0008630071806305263,9.0,248.0,128.5
iso_522,0.0025841017492408995,0.0024038461538461453,0.0010135505321052461,11.0,118.0,64.5
iso_102,0.0029035427746914237,0.0022435897435897356,0.0014243901309800573,12.0,101.0,56.5
iso_334,0.0023791098580971935,0.0022435897435897356,0.0013785777671542622,12.0,136.0,74.0
iso_546,0.0015382860315816301,0.0022435897435897356,0.0009344474190457179,12.0,222.0,117.0
iso_487,0.0021144668847254376,0.0021634615384615308,0.002028684118777583,15.0,159.0,87.0
iso_581,0.0018727937385958392,0.0021634615384615308,0.0006258212881335438,15.0,176.0,95.5
iso_583,0.010015638775292556,0.002083333333333326,0.0019363855726914308,17.0,1.0,9.0
iso_392,0.003202567522854368,0.002083333333333326,0.001350344514932104,17.0,84.0,50.5
iso_479,0.005093947980541042,0.0019230769230769162,0.0015701857325533138,19.0,21.0,20.0
iso_474,0.0028081162461618824,0.0019230769230769162,0.0012516425762670875,19.0,107.0,63.0
iso_485,0.0012921421857642116,0.0019230769230769162,0.0009615384615384581,19.0,255.0,137.0
iso_513,0.004161539548863305,0.0018429487179487114,0.0012945107709457896,22.0,40.0,31.0
iso_459,0.004104638527848901,0.0018429487179487114,0.001964367094892824,22.0,43.0,32.5
iso_541,0.0011013676027738489,0.0017628205128205066,0.0006985414973622849,24.0,296.0,160.0
iso_362,0.0035466353400126632,0.0016826923076923017,0.001041666666666663,25.0,70.0,47.5
iso_580,0.0035173837703121815,0.0016826923076923017,0.0005608974358974339,25.0,74.0,49.5
iso_232,0.0029985842465550723,0.0016826923076923017,0.0008365630215473167,25.0,95.0,60.0
iso_514,0.004372368172824059,0.0016025641025640969,0.0016025641025640969,28.0,36.0,32.0
iso_331,0.0041155998669274475,0.0016025641025640969,0.0013408013245738344,28.0,42.0,35.0
iso_363,0.00233967989105102,0.0016025641025640969,0.0010750326814902796,28.0,140.0,84.0
iso_320,0.001568190081499903,0.0016025641025640969,0.0005067752660526231,28.0,217.0,122.5
iso_5,0.0005315237040817229,0.0016025641025640969,0.0006206704080460582,28.0,501.0,264.5
iso_200,0.0037361672310959933,0.001522435897435892,0.001041666666666663,33.0,59.0,46.0
iso_106,0.0032071806359207466,0.001522435897435892,0.001041666666666663,33.0,83.0,58.0
iso_389,0.0031087027484867093,0.001522435897435892,0.0006655948608107409,33.0,90.0,61.5
iso_324,0.0023240925786188514,0.001522435897435892,0.0011584000236218677,33.0,142.0,87.5
iso_355,0.001017125811534495,0.001522435897435892,0.0005608974358974338,33.0,320.0,176.5
iso_36,0.0009792864068455173,0.001522435897435892,0.0012644017498445069,33.0,330.0,181.5
iso_502,0.0007197318910445235,0.001522435897435892,0.0005608974358974338,33.0,408.0,220.5
