feature,impurity_importance,perm_importance_mean,perm_importance_std,rank_perm,rank_impurity,rank_avg
iso_409,0.0018400857083791153,0.0014102564102564052,0.0006904057445044212,72.0,178.0,125.0
iso_449,0.001586505371757568,0.0014102564102564052,0.000558833197889828,72.0,212.0,142.0
iso_485,0.0014831527666110918,0.0014102564102564052,0.0006280742930213256,72.0,233.0,152.5
iso_294,0.0013151110353076911,0.0014102564102564052,0.0009847622753677667,72.0,258.0,165.0
iso_110,0.0011489968966464893,0.0014102564102564052,0.0006904057445044212,72.0,284.0,178.0
iso_470,0.0011172623567746,0.0014102564102564052,0.000558833197889828,72.0,296.0,184.0
iso_157,0.0007594559428531856,0.0014102564102564052,0.0005588331978898279,72.0,404.0,238.0
iso_267,0.0006516343099163372,0.0014102564102564052,0.000558833197889828,72.0,446.0,259.0
iso_262,0.0005865575955602971,0.0014102564102564052,0.000850416612911638,72.0,473.0,272.5
iso_417,0.007184679820595249,0.0013461538461538413,0.0006692504172378533,85.0,4.0,44.5
iso_388,0.00512135401113133,0.0013461538461538413,0.0008333333333333305,85.0,22.0,53.5
iso_136,0.0031187323507246957,0.0013461538461538413,0.0008333333333333305,85.0,91.0,88.0
iso_510,0.001646018279473453,0.0013461538461538413,0.0008333333333333305,85.0,205.0,145.0
iso_128,0.0011940511026716,0.0013461538461538413,0.0006047423802600365,85.0,276.0,180.5
iso_350,0.0011505241216288474,0.0013461538461538413,0.0006692504172378535,85.0,283.0,184.0
iso_44,0.0011423450642769725,0.0013461538461538413,0.0006047423802600366,85.0,291.0,188.0
iso_303,0.0008639826337452435,0.0013461538461538413,0.0009700478173347118,85.0,366.0,225.5
iso_104,0.005318295537844824,0.0012820512820512775,0.0008108404256841969,93.0,18.0,55.5
iso_413,0.003912162747582171,0.0012820512820512775,0.0,93.0,56.0,74.5
iso_432,0.0025218271600590775,0.0012820512820512775,0.0005733507634614825,93.0,126.0,109.5
iso_378,0.0022761124521405635,0.0012820512820512775,0.0005733507634614825,93.0,139.0,116.0
iso_197,0.0015720039347733464,0.0012820512820512775,0.0004965363264368465,93.0,217.0,155.0
iso_537,0.0015162198613440387,0.0012820512820512775,0.000993072652873693,93.0,228.0,160.5
iso_588,0.0014083563552949097,0.0012820512820512775,0.00040542021284209847,93.0,244.0,168.5
iso_437,0.000454563838256422,0.0012820512820512775,0.0,93.0,530.0,311.5
iso_15,0.003209106513843737,0.0012179487179487137,0.00044871794871794715,101.0,83.0,92.0
iso_142,0.0031665480539554247,0.0012179487179487137,0.0005324758886485927,101.0,87.0,94.0
iso_14,0.0024442275903422627,0.0012179487179487137,0.0007824715138290808,101.0,130.0,115.5
iso_523,0.001976077457989927,0.0012179487179487137,0.0007280651725384941,101.0,162.0,131.5
iso_536,0.0018417399266242704,0.0012179487179487137,0.001162715201744679,101.0,177.0,139.0
iso_75,0.0017158498753664486,0.0012179487179487137,0.0006047423802600366,101.0,193.0,147.0
iso_596,0.0016940305562426483,0.0012179487179487137,0.0008812645567222738,101.0,197.0,149.0
iso_490,0.001135636787686993,0.0012179487179487137,0.0007824715138290807,101.0,292.0,196.5
iso_571,0.0007730948270935474,0.0012179487179487137,0.0008333333333333305,101.0,398.0,249.5
iso_396,0.005539596663694384,0.0011538461538461498,0.0011750194089630316,110.0,15.0,62.5
iso_211,0.002170688888343703,0.0011538461538461498,0.0009421114395319882,110.0,147.0,128.5
iso_298,0.0021479893471340336,0.0011538461538461498,0.0008006407690254328,110.0,149.0,129.5
iso_67,0.001712295405970342,0.0011538461538461498,0.000558833197889828,110.0,194.0,152.0
iso_508,0.0013328809382626321,0.0011538461538461498,0.0007475579352365743,110.0,254.0,182.0
iso_238,0.0009322680351797624,0.0011538461538461498,0.0006280742930213255,110.0,345.0,227.5
iso_43,0.000924132533210339,0.0011538461538461498,0.000558833197889828,110.0,348.0,229.0
iso_335,0.0008401328742857062,0.0011538461538461498,0.00047969966497101645,110.0,376.0,243.0
iso_341,0.0007912250632768575,0.0011538461538461498,0.000558833197889828,110.0,394.0,252.0
iso_498,0.0007481537687763704,0.0011538461538461498,0.000558833197889828,110.0,413.0,261.5
iso_114,0.0006590754602043944,0.0011538461538461498,0.0003846153846153832,110.0,442.0,276.0
iso_25,0.0005585469335367521,0.0011538461538461498,0.0006904057445044212,110.0,482.0,296.0
iso_418,0.007120452573085012,0.0010897435897435858,0.0005769230769230749,122.0,6.0,64.0
