D_total,E,num_runs,acc_baseline_mean,acc_baseline_std,acc_ensemble_mean,acc_ensemble_std,acc_e0_mean,acc_e1_mean,acc_e2_mean
6000,3,5,0.9344451571520207,0.004145091577011815,0.9325208466966004,0.00783918723153415,0.9099422706863374,0.8892880051314945,0.8318152661962797
